,engNum,engVerse,ipqNum,ipqVerse
6608,2th.2.8," Then he will appear, but the Lord Jesus will kill him simply by breathing on him. He will be completely destroyed by the Lord's glorious return.",2th.2.8,"Taamna piñaiḷutchiqsuiruaq piiqpan, tavrani satqummiġñiaqtuq iñuk piḷupiaġataqtuaq. Aasii taamna iñuk Atanġum Jesus tuqunniaġaa aniġniġmiñik, suksraunġiġḷugu qaumaniġmiñik qaigumi."
6609,2th.2.9," When the wicked one appears, Satan will pretend to work all kinds of miracles, wonders, and signs. ",2th.2.9,"Taamna piḷupiaġataqtuaq iñuk qaiñiaqtuq suaŋŋatiqaġluni Satan suaŋŋataanik, nalupqinaiyaġlugu suaŋŋatiqaqtilaani aliuġnaqtualiqiluni sagluqqutinik iñuŋnun."
6610,2th.2.10,"Lost people will be fooled by his evil deeds. They could be saved, but they will refuse to love the truth and accept it. ",2th.2.10,"Ilaan pigiitchuakun sagluqiniaġai tamatkiġḷugich suksrauyumaaqtuat, qanuq iliŋisa piviuttaġiŋaitkaat iḷumun ittuaq annautiksraġaluaqtiŋ. "
6611,2th.2.11,So God will make sure they are fooled into believing a lie. ,2th.2.11,"Aasii ukpiġisuŋiñmarruŋ iḷumun ittuaq, God-im sagluqiraupkaġniaġai, taimmaasii iliŋisa ukpiġilipiallaglugu iḷumun inŋitchuaq. "
6612,2th.2.12,"All of them will be punished, because they would rather do evil than believe the truth.",2th.2.12,"Aasii taamna pisigilugu iliŋich suksraunġiqsauniaqtut, iluqaġmiŋ tamatkua ukpiqsraŋitchuat iḷumun ittuamik God-ikun, aglaan iñuuruat aliitkutigivlugu piḷuun."
6613,2th.2.13,"My friends, the Lord loves you, and it is only natural for us to thank God for you. God chose you to be the first ones to be saved.  His Spirit made you holy, and you put your faith in the truth. ",2th.2.13,"Aglaalli uvagut ataramik quyyatiqaqtuksraupiaqtugut God-mun quyyatigilusi, aniqatiit Atanġum piviuttaġikkaŋasi, qanuq taimaŋŋaqaŋa God-im piksraqtaaġiŋagaasi annaurrautquvlusi, ilaaguaqłusi inmiñun Ilitqusiġiksuakun, ukpiġiliqavsiuŋ iḷumun ittuaq. "
6614,2th.2.14,God used our preaching as his way of inviting you to share in the glory of our Lord Jesus Christ. ,2th.2.14,"God-im ququaŋagaasi annaurrautquvlusi tusaayugaaġiksuakun alġaqsruutigikkaptigun, ilivsi piqatautquvlusi kamanaqtuami qaumanġani Atanipta Jesus Christ. "
6615,2th.2.15,"My friends, this is why you must remain faithful and follow closely what we taught you in person and by our letters.",2th.2.15,"Taamna pisigilugu, aniqatiit, asiñuurraunasi. Tuniqsimavigisigik ukpiġilugich iḷisaurrutivut ilivsiññun nayuŋŋavsi, ami tuyuutivullu."
6616,2th.2.16,God our Father loves us. He treats us with undeserved grace and has given us eternal comfort and a wonderful hope. We pray that our Lord Jesus Christ and God our Father ,2th.2.16,"Paŋmapaktuq qapiŋaisaaġusiaqaġitchi Ataniptiŋniñ Jesus Christ-miñ God-miḷḷu aapaptiŋniñ, piviuttaqsriŋaruaŋniñ uvaptiŋnik tilivḷugu Iġñini annautitquvluta, qapiŋaisaaqtuaqtiptiŋniñ ataramik, suli piyummatiqaqtitchiruaŋniñ quvianaqtuamik iliŋikta nagliktuutiqpaŋmikkun. "
6617,2th.2.17,will encourage you and help you always to do and say the right thing.,2th.2.17,"Iliŋiktatuq qapiŋaisaaġlisi uummativsiññi, suli ikayuġlusiḷu iluqaiññi savaavsiññi uqaluvsiññiḷu nakuurualiqipkaġlusi."
6618,2th.3.1,"Finally, our friends, please pray for us. This will help the message about the Lord to spread quickly, and others will respect it, just as you do. ",2th.3.1,"Tavraliasii, aniqatiit, aŋaiyyutiraġutigut. Aŋaiyyulusi Atanġum uqalua qilamik siamitqulugu, suli iñuich annaurrautqulugich akuqtuġlugu uqaluk, ilivsisuttauq. "
6619,2th.3.2,"Pray that we may be kept safe from worthless and evil people. After all, not everyone has faith. ",2th.3.2,"Aŋaiyyutilutalusuli, uvagut annausimatquluta tamatkunaŋŋa sagluturuaniñ pigiitchuaniḷḷu iñuŋniñ, qanuq iñuich iḷaŋich ukpiġutaitchut. "
6620,2th.3.3,But the Lord can be trusted to make you strong and protect you from harm. ,2th.3.3,Ataniq ukpiġnapiaqtuq. Ilaan suaŋŋasiġñiaġaasi suli qaunagilusi pigiitchuamiñ. 
6621,2th.3.4,He has made us sure that you are obeying what we taught you and that you will keep on obeying. ,2th.3.4,Suli Atanġum nalupqisuŋisitkaatigut ilivsi kamaksriñivḷusi kamaksrisuŋaiññaġniaġnivḷusiḷu kamagilugich uvagut pitqutivut ilivsiññun. 
6622,2th.3.5,I pray that the Lord will guide you to be as loving as God and as patient as Christ.,2th.3.5,"Atanġuptuq iḷitchuġisaiññaqtillisi kiikaa God-im piviuttaqqutaanik, Christ-lu manimmiḷgutaanik."
6623,2th.3.6,"My dear friends, in the name of  the Lord Jesus, I beg you not to have anything to do with any of your people who loaf around and refuse to obey the instructions we gave you. ",2th.3.6,"Aniqatiit, paŋmapak piraksriġivsi ataniġnaqutaagun Atanipta Jesus Christ, niguaqtuqsiuŋ iñuk kiñaliqaa ukpiqtuaguvluni ataramik iḷatchiqsuaq, kamagigaluaġnagu iḷisaurrutikput ilivsiññun. "
6624,2th.3.7,"You surely know that you should follow our example. We didn't waste our time loafing, ",2th.3.7,Ilivsi ilivsiññi iḷisimarusi tuvrautiruksrautilaavsiññik uvaptiŋnun. Iḷatchiqsuaguŋaitchugut nayuutikapta ilivsiññun. 
6625,2th.3.8,"and we didn't accept food from anyone without paying for it. We didn't want to be a burden to any of you, so night and day we worked as hard as we could.",2th.3.8,"Niġiugaqsiññaŋiñmiugut kialiqaa niqautaanik akiḷiġaluaġnagu, aglaan siġġaqivluta savaŋarugut unnuami uvlumiḷu naŋniutausuŋił̣ł̣uta nallipayaavsiññun."
6626,2th.3.9,"We had the right not to work, but we wanted to set an example for you. ",2th.3.9,"Killuliqinayaiñmiugut pamatitkupta ilivsiññun, aglaan tainna piŋaitchugut. Tuvraaksriqsaŋagivsi pamaġivluta uvaptiŋnik, qanuġli ilivsi atausiullaalusi akiññagniaqtuksrautilaavsiññik iñuuniḷuutiksravsiññik. "
6627,2th.3.10,"We also gave you this rule: If you don't work, you don't eat. ",2th.3.10,"Nayuŋŋavsiunnii uvagut piraksriŋagivsi inna, Iñuk kiñaliqaa savagulaitchuaq, niġiŋaiḷḷi. "
6628,2th.3.11,"Now we learn that some of you just loaf around and won't do any work, except the work of a busybody. ",2th.3.11,"Uvagut tusaaŋarugut iḷasi iñuunivḷugich iḷatchiqsuaqsiññaqłutiŋ, iḷaksiayugaqsiññaqługich allat iñuich, suuramikunnii savaŋniaġnatiŋ. "
6629,2th.3.12,"So, for the sake of our Lord Jesus Christ, we ask and beg these people to settle down and start working for a living. ",2th.3.12,"Tavra iluqata atausiŋŋuqatauŋakapta Ataniġmun Jesus Christ-mun, piraksriġivut siḷġiqsuqługiḷḷu iḷatchiqsiññaqtuat iñuich iḷaksianniŋaiġḷutiŋ savaksiññaquvlugich, akiññagniḷuglutiŋ iñuuniutiksramiŋnik. "
6630,2th.3.13,"Dear friends, you must never become tired of doing right.",2th.3.13,"Aniqatiit, piḷaiġutinagu iluaqtualiqiniq."
6631,2th.3.14,Be on your guard against any followers who refuse to obey what we have written in this letter. Put them to shame by not having anything to do with them. ,2th.3.14,"Kiñaliqaa kamaksrisuŋitpan uqaluptiŋnik ukunani tuyuutini, nalunaiġumagiksi taamna iñuk, iḷaksianagu sumikunnii, kanŋutchakkumauq. "
6632,2th.3.15,"Don't consider them your enemies. Instead, speak kindly to them as you would to any other follower.",2th.3.15,"Iḷiuġnagu uumigiritun, aglaan siḷġiqsuġlugu aniqatiginiqavsiuŋ."
6633,2th.3.16,"I pray that the Lord, who gives peace, will always bless you with peace. May the Lord be with all of you.",2th.3.16,Paŋmapaktuq Atanġum tutqiutiqaqtitchiruam ilaata tainnatuttauq tutqiutiqaqtillisi ataramik qanusipayaami. Atanġum itqatigilisi iluqasi. 
6634,2th.3.17,I always sign my letters as I am now doing: PAUL.,2th.3.17,"Uvaŋa Paul aglakkitka ukua paġlatit uvamnik. Tavra tainna nalunaiñŋutaŋat uvaŋa tuyuutipayaaġma, tainnaittuq aglausiġa. "
6635,2th.3.18,I pray that our Lord Jesus Christ will be kind to all of you.,2th.3.18,Nagliktuutiqpaŋatatuq Atanipta Jesus Christ itqatigilisi iluqasi.
6636,1ti.1.1,"From Paul. God our Savior and Christ Jesus commanded me to be an apostle of Christ Jesus, who gives us hope.",1ti.1.1,"Ukua tuyuutit tuyuġigai Paul, tilirautquŋakkaŋata piraksriivḷuni God-im Annaurriptalu Jesus Christ annagummatigikkapta. "
6637,1ti.1.2," Timothy, because of our faith, you are like a son to me. I pray that God our Father and our Lord Jesus Christ will be kind and merciful to you. May they bless you with peace!",1ti.1.2,"Tuyuutaurut iliŋnun Timothy, iġñipiaġataptun ittuamun ukpiliqsinŋavlutin Christ-mun. God-tiptuq Aapam Christ-lu Jesus Atanipta iviġaummatigilisin nagligilutillu tutqiutiqaqtillutillu."
6638,1ti.1.3,"When I was leaving for Macedonia, I asked you to stay on in Ephesus and warn certain people there to stop spreading their false teachings. ",1ti.1.3,"Ephesus-miitqugikpiñ, taimanisun Macedonia-muksaqama apiġipiaŋavlutin. Iñuich iḷaŋich taamani iḷisaurrivḷutiŋ iḷumun inŋitchuanik iḷisaurrutinik, aasii uqallautiraksraġigitin iḷisaurriŋaiqulugich iḷumun inŋitchuanik. "
6639,1ti.1.4,You needed to warn them to stop wasting their time on senseless stories and endless lists of ancestors. Such things only cause arguments. They don't help anyone to do God's work that can only be done by faith.,1ti.1.4,"Uqautilugich aptatiqaŋaiqulugich unipkaalianik, maŋŋuumiŋniglu takisipiaġataqługich atiqaġviḷiamiŋnik, qanuq tamatkua aguirrutaugiññaġuurut uqaġlaqutiksranun, ikayuutaulaitchut nalautchiñiaġniġmun God-im sivunniuġutiŋiñik, ukpiġunmullu agliḷaaġutaulutiŋ piḷaitchut. "
6640,1ti.1.5,"You must teach people to have genuine love, as well as a good conscience and true faith. ",1ti.1.5,"Piraksriġikpiñ uqallautitquvlugich iñuich piviuttaqqutimmaġiksaaliquvlugich avanmun, naġġutchaktaŋaiġḷutiŋ isumamiŋni, suli suaŋaruamik ukpiġutiqaquvlugich. "
6641,1ti.1.6,There are some who have given up these for nothing but empty talk. ,1ti.1.6,Iḷaŋich iñuich saquŋarut iḷumun ittuaniñ taŋiġitchuanun uqavaaġutinun. 
6642,1ti.1.7,"They want to be teachers of the Law of Moses. But they don't know what they are talking about, even though they think they do.",1ti.1.7,"Kipiġniuqtut iḷisaurrausukłutiŋ God-im pitquraŋiñik, kaŋiqsigaluaġnagich nallipayaaŋich uqaluŋmiŋ naagga sutigun uqautigikkaġmikkun nalupqinaigivlugich."
6643,1ti.1.8,"We know the Law is good, if it is used in the right way. ",1ti.1.8,"Paŋmapak iḷisimarugut pitqurat nakuutilaaŋannik, kialiqaa atuqpagich God-im sivunniutaatun. "
6644,1ti.1.9,"We also understand it wasn't given to control people who please God, but to control lawbreakers, criminals, godless people, and sinners. It is for wicked and evil people, and for murderers, who would even kill their own parents. ",1ti.1.9,"Qanuq iḷisimarusi God-im pitquraŋi pitquraliaguŋisilaaŋannik iñuŋnun nalaunŋaruanun sivuġaani God-im. Aglaan pitquraliagurut iñuŋnun piḷuusiqirinun uumikłiqsuanun God-mik, tamatkunuŋa paaqłaŋaruanun pitquranik, piḷuktuanun iñuŋnun, god-taiḷaqtuanun, iñuaqtinun aapamiŋnik aakamiŋniglu, iñuaqtuqtinullu, "
6645,1ti.1.10,The Law was written for people who are sexual perverts or who live as homosexuals or are kidnappers or liars or won't tell the truth in court. It is for anything else that opposes the correct teaching ,1ti.1.10,"allatuqtinullu, aŋutinullu kanŋunaqtuakun atuutiruanun, tainnatuttauq aġnat aġnauqanmiŋnun, iñuŋniglu tigliguuruanun, tamatkunuŋalu sagluturuanun iḷumun inŋitchuanik quliaqtuaqaqłutiŋ, suli piruanun supayaanik paaqsaaŋaruanik nalaunŋaruanun iḷisaurrutinun qanuq God-im pitqutipiaŋiñik. "
6646,1ti.1.11,of the good news the glorious and wonderful God has given me.,1ti.1.11,"Tamatkua nalaunŋaruat iḷisaurrutit iḷagigai tusaayugaaġiksuam nalunaiqsautigikkaġma uqautigitquvlugich, tusaayugaaġiksuat kamanaqtuamiñ quyyavigiraksrauruamiḷḷu God-miñ."
6647,1ti.1.12,"I thank Christ Jesus our Lord, who has given me the strength for my work because he knew he could trust me. ",1ti.1.12,"Quyyavigigiga Christ Jesus Ataniqput suaŋŋasiġmaŋa savakkumiñaqsivḷuŋa. Quyyavigimmigiga nalliummatipkaġmaŋa savaktiksraqtaaġivluŋa inmiñun, "
6648,1ti.1.13," I used to say terrible and insulting things about him, and I was cruel. But Christ had mercy on me because I didn't know what I was doing, and I had not yet put my faith in him. ",1ti.1.13,uvaŋa sivuani uqamaqłuktaugaluaqtilluŋa nagliksaaqtitchivḷuŋalu suli pisaaŋavlugu ilaa. Aglaan God-im nagligiŋagaaŋa pisigivlugu suliqitilaamnik naluniġa ukpiŋaił̣ł̣uŋa.
6649,1ti.1.14,Christ Jesus our Lord treated me with undeserved grace and has greatly blessed my life with faith and love just like his own.,1ti.1.14,"Ataniqput naglikkutiqpaqaŋaruq uvamnun, suli ukpiliqsiłłuŋa piviuttaġipkallasivḷugiḷḷu allat iñuich pigillakkaptiŋnik atausiŋŋuqatigiŋavlugu Christ Jesus. "
6650,1ti.1.15,"“Christ Jesus came into the world to save sinners.” This saying is true, and it can be trusted. I was the worst sinner of all! ",1ti.1.15,"Una uqallautauŋaruaq iḷumun ittuq suli akuqtugaksraupiaqtuq ukpiġilugulu, Christ Jesus qaiŋaruq nunamun annautiyaqtuqługich piḷuktuat iñuich. Aasiuvva uvaŋa piḷuŋniqsrauruŋa piḷuusiqiriniñ. "
6651,1ti.1.16,"But since I was worse than anyone else, God had mercy on me and let me be an example of the endless patience of Christ Jesus. He did this so that others would put their faith in Christ and have eternal life. ",1ti.1.16,"Taamna pisigivlugu God-im nagligiŋagaaŋa. Piḷugniqsraugaluaqtilluŋa piḷuusiqiriniñ, Christ manimmiḷguŋagaaŋa annautillasiḷaaqamiŋa. Aasii paŋmapak iḷitchuqqutauyumiñaqtuŋa ilaan manimmiḷgutaanun iluqaiññun ukpiliġumaaqtuanun inmiñun aasii iñuullasiḷutiŋ isuitchuamun. "
6652,1ti.1.17,"I pray that honor and glory will always be given to the only God, who lives forever and is the invisible and eternal King! Amen.",1ti.1.17,"Umialik isuitchuamun tuqulaitchuaq, qiñiġnaitchuaq, kisimi God-tauruaq, illi qutchiksuakun isumakkusiaqaġli taimuŋa isuitchuamun. Amen."
6653,1ti.1.18,"Timothy, my son, the instructions I am giving you are based on what some prophets  once said about you. If you follow these instructions, you will fight like a good soldier. ",1ti.1.18,"Timothy iġñiiŋ, piraksriġikpiñ ukpiġnaqtuagutquvlutin savaurriñiġni Ataniġmik. Taamna piraksriutigigiga uqaqtiŋisa God-im ilipkun. Taipkua uqaluata piyummiqsillisin aŋuyagluataġumiñaqsiḷugu pigiitchuaq, "
6654,1ti.1.19,You will be faithful and have a clear conscience. Some people have made a mess of their faith because they didn't listen to their consciences. ,1ti.1.19,"ukpiġnaqtuagulutin savaaġikkaġni, suli iñuullasiḷutin naġġutchaktaġnaitchuakun isumaŋni. Iñuich iḷaŋich tainna iñuuŋitchut aglaan pisaaġiugaqsiññaqłutiŋ sunik iḷisimagaluakkaġmiŋnik piḷuusiqutautilaaŋannik, aasii ukpiġutaiqsivḷutiŋ inmiŋnik. "
6655,1ti.1.20,"Two of them are Hymenaeus and Alexander. I have given these men over to the power of Satan, so they will learn not to oppose God.",1ti.1.20,"Tainnaqtuat iñuich iḷagigaich Hymenaeus-lu Alexander-lu, aitchuutigiŋakkaka Satan-mun tatavsaquvlugik, iḷisausiaqaquvlugik uqamaqłuutiqaġumiñaiġḷutik God-mik."
6656,1ti.2.1,"First of all, I ask you to pray for everyone. Ask God to help and bless them all, and tell God how thankful you are for each of them. ",1ti.2.1,"Tavra apiġipiaġivsi aŋaiyyutigiłhaaquvlugu sivulliġilugu aŋaiyyutilugich iñupayaat, qiññuaqtuutilugich God-mun nagligitqulugich, quyyavigilugu supayaatigun ilaan piñiakkaŋigun pisilugich iñuich. "
6657,1ti.2.2,"Pray for kings and others in power, so we may live quiet and peaceful lives as we worship and honor God. ",1ti.2.2,"Aŋaiyyutilugich umialgich iluqaisalu ataniġnaqusiraqtuat, iñuuyumaugut tuaksruitchuamik tutqigñaqtuamiglu, god-tiliqiruamik isumakkusiaqaġluataqtuamiglu suraġaġnipayaami. "
6658,1ti.2.3,"This kind of prayer is good, and it pleases God our Savior. ",1ti.2.3,"Taamna nakuuruq, suli iviġaumanaqtuq God-mun Annaurriptiŋnun, "
6659,1ti.2.4,"God wants everyone to be saved and to know the whole truth, which is,",1ti.2.4,kipiġniuqtuamun iñupayaat annaurrautquvlugich suli iḷitchuġitquvlugich ilaan iḷumun ittuaŋanik. 
6660,1ti.2.5,"There is only one God, and Christ Jesus is the only one who can bring us to God. Jesus was truly human, and he gave himself to rescue all of us.",1ti.2.5,"Qanuq atausiuruq God, suli atausiq atisipkaiñiaqti God-miglu iñuŋniglu, iñuk Christ Jesus, "
6661,1ti.2.6,God showed us this at the right time.,1ti.2.6,piviksraq nalautinman tuqutinŋaruaq inmiñik tasuqsaqługich iñupayaat. Taamna ukpiġnaqsiḷġutauŋaruq God-mun annaurrautqutilaaŋannik iñupayaat.
6662,1ti.2.7, This is why God chose me to be a preacher and an apostle of the good news. I am telling the truth. I am not lying. God sent me to teach the Gentiles about faith and truth.,1ti.2.7,Suli taamna pisigivlugu nalunaiqsauŋaruŋa alġaqsruitquvluŋa iḷisaurritquvluŋalu Jew-guŋitchuanik God-im annaurrisaanik iñuŋnik ukpiliġmata. Sagluŋitchuŋa. Iḷumun ittuamik uqaqtuŋa.
6663,1ti.2.8,"I want everyone everywhere to lift innocent hands toward heaven and pray, without being angry or arguing with each other.",1ti.2.8,"Kipiġniuġutigigiga sumipayaaq iñuich aŋaiyyutquvlugich isaaġutilugich argatiŋ, iñuuniaqtuaguruat iḷumun pisilugu God qinnautaiḷḷutiŋ naagga qanaaġutaiḷḷutiŋ iñupayaanun. "
6664,1ti.2.9," I would like for women to wear modest and sensible clothes. They should not have fancy hairdos, or wear expensive clothes, or put on jewelry made of gold or pearls. ",1ti.2.9,"Aġnat annuġaaqtuqtuksraugaluaqtut qaaŋiulaaŋaŋaiġḷutiŋ isumattutikullu iruġnaiġḷutiŋ annuġaaġlutiŋ. Aġnat ukpiqtuat nalunaigiraksraułhaaŋaiġḷugich nutchiqiniġmikkun, naagga qiñiyunaqusiqsuġniġmikkun uyamitquanik akisuruanik, naagga akitchuuqtinniġnik annuġaanik,"
6665,1ti.2.10,"Women who claim to love God should do helpful things for others, ",1ti.2.10,aglaan iḷisimanałhaaġlutiŋ savaalluatatigun nalliummatiruatigun aġnanun aŋaiyyuliqiniruanun. 
6666,1ti.2.11,and they should learn by being quiet and paying attention. ,1ti.2.11,Aġnat naalaġniruksraurut iḷisaurriruanun nipaisaaġlutiŋ piuniaŋaiġḷutiglu. 
6667,1ti.2.12,They should be silent and not be allowed to teach or to tell men what to do. ,1ti.2.12,Iḷisaurripkaġumiñaitkitka aġnat naaggaunnii ataniġnaqutiqaqulugich aŋutinun. Nipaisaaqtuksraurut. 
6668,1ti.2.13," After all, Adam was created before Eve, ",1ti.2.13,"Qanuq Adam iñuġuqtitauqqaaŋaruq, maanna Eve."
6669,1ti.2.14, and the man Adam wasn't the one who was fooled. It was the woman Eve who was completely fooled and sinned. ,1ti.2.14,"Suli Adam sagluqirauŋaitchuq, aglaan aġnaq sagluqirauŋaruq kamagiŋił̣ł̣ugu God-im pitquraŋa."
6670,1ti.2.15,"But women will be saved by having children,  if they stay faithful, loving, holy, and modest.",1ti.2.15,"Tavraasii God-im aġnat piqaqtitkai kiiqsiuġunmik isumaaġunmiglu miqłiqtuŋich aniñiaġaġimmata, aglaan ilaan annautiniaġai iliŋisa ukpiġikpanni, iñuuyugaġlutiŋ pialaŋiḷḷutiŋ, nakuulutiŋ, piviuttaġinaqtuanik iñuusiqaġlutiŋ."
6671,1ti.3.1,It is true that  anyone who desires to be a church official  wants to be something worthwhile. ,1ti.3.1,"Una uqaluk iḷumun ittuq. Kiñaliqaa kipiġniuġumi savaaŋanun umialiŋnaunġum, ilaa kipiġniuqtuq savaaġiksuamik. "
6672,1ti.3.2," That's why officials must have a good reputation and be faithful in marriage.  They must be self-controlled, sensible, well-behaved, friendly to strangers, and able to teach. ",1ti.3.2,"Umialiŋnat naġġukkusiagitchuksraurut, atautchimik nuliaqaġlutiŋ, qaaŋiulaaŋaŋiḷḷutiŋ, inmiŋnik aŋalalluataġlutiŋ, pialaŋiḷḷutiŋ, tukkuulutiŋ, iḷisaurriyumiñaġlutiŋ,"
6673,1ti.3.3,"They must not be heavy drinkers or troublemakers. Instead, they must be kind and gentle and not love money.",1ti.3.3,"taaŋŋalaiḷḷutiŋ, piaqłuktaiŋiḷḷutiŋ pikałaktaqtuaguŋiḷḷutiŋ, qanaaġuksiññaqtuaguŋiḷḷutiŋ, piviuttaqsrałhaaŋaiġḷutiŋ maniŋmik. "
6674,1ti.3.4,"Church officials must be in control of their own families, and they must see that their children are obedient and always respectful. ",1ti.3.4,"Umialiŋnat aŋalalluatapiagaksraġigaich miqłiqtutiŋ, kamaksripkaġlugich, qutchiksuakullu isumakkusiaqallasiḷugich. "
6675,1ti.3.5,"If they don't know how to control their own families, how can they look after God's people?",1ti.3.5,"Qanuq iñuk naluruaq aŋalatchiñiġmik miqłiqtumiñik, qanuġluni qaunagiyumiñaqpagich God-im aŋaiyyuliqiruaŋi? "
6676,1ti.3.6,"They must not be new followers of the Lord. If they are, they might become proud and be doomed along with the devil. ",1ti.3.6,"Umialiŋnaġuġniaqtuaq ukpiqtuaguqqammiqsuksrauŋiñmiuq, iḷaanni kamasaaliqpiaqtuq aasii tatavsaqtauluni Tuunġaqtun. "
6677,1ti.3.7,"Finally, they must be well-respected by people who are not followers. Then they won't be trapped and disgraced by the devil.",1ti.3.7,"Sulivsauq isumakkusiaqaġluataqtuksraummiuq ukpiqtuaġuŋaitchuaniñ. Tainnainŋisuaġumi, ilaa kanŋusaaġutauniaqtuq aŋaiyyuliqiruanun, aasii Tuunġaġmun payaripkaġluni."
6678,1ti.3.8,"Church officers  should be serious. They must not be liars, heavy drinkers, or greedy for money. ",1ti.3.8,"Tiikauruat tainnatuttauq iñuulluataġniaqtuksraummiut, malġuŋnik uqaluqaŋaiġḷutiŋ, imiqpaiñŋaiġḷutiŋ wine-mik, piḷḷatutaiḷḷutiŋ pigiitchuakun maniññaŋniaġniġmun. "
6679,1ti.3.9,And they must have a clear conscience and hold firmly to what God has shown us about our faith. ,1ti.3.9,"Iliŋisa ukpiġipiagaksraġigaat iḷumun ittuaq nayummataulutiglu iḷumun ittuanun iḷisaurrutinun Christ-kun, qiñiġnaił̣ł̣uni kaŋiuruamun ukpiġunmiŋnun. "
6680,1ti.3.10,"They must first prove themselves. Then if no one has anything against them, they can serve as officers.",1ti.3.10,"Suli tiikauruat uuktuaqtauqqaaġlich, aasii iḷumun itilaaqtauganikpata, savarraqsiḷich tiikauruatun. "
6681,1ti.3.11,"Women  must also be serious. They must not gossip or be heavy drinkers, and they must be faithful in everything they do.",1ti.3.11,"Nuliaŋich tainnatuttauq iñuulluataġniaqtuksraummiut, uqqaqtuŋaiġḷutiŋ, aglaan qaaŋiulaaŋaŋiḷḷutiŋ, pitqiksiġautaiḷḷutiŋ supayaakun. "
6682,1ti.3.12,Church officers must be faithful in marriage.  They must be in full control of their children and everyone else in their home. ,1ti.3.12,"Tiikauruat nuliaqaġlich atautchimik, suli aŋalallisigik miqłiqtutiŋ igluqatitiglu iłuatun, "
6683,1ti.3.13,Those who serve well as officers will earn a good reputation and will be highly respected for their faith in Christ Jesus.,1ti.3.13,qanuq tamatkua savaurriḷḷuataqtuat tiikauniġmi piññaktut qutchiksuakun isumakkusiamik inmiŋnun aasii uqautiqaġumiñaqtut ukpiġun mik taluqsrautaiḷḷutiŋ pigikkaptiŋnik atausiŋŋuqatigikaptigu Christ Jesus.
6684,1ti.3.14,"I hope to visit you soon. But I am writing these instructions, ",1ti.3.14,Tuyuksriullaġma ukuniŋa tuyuutinik piyummatiqaqtuŋa ullagumavlutin tautuŋnasuaġukłutin. 
6685,1ti.3.15,"so if I am delayed, you will know how everyone who belongs to God's family ought to behave. After all, the church of the living God is the strong foundation of truth.",1ti.3.15,"Aglaan qaikallaŋisiġuma ukua tuyuutit iḷisimapkaġniaġaatin qanuq iñuusiqaqtuksrautilaaptiŋnik God-mun igluqatauniptiŋni, aŋaiyyuliqiruaguvluta iñuuruamun God-mun. Ilaan aŋaiyyuliqiruaŋi tamatkuagurut kamaksriruat, ukpiġnaqtuakullu nayummataurut iḷisaurriruat God-im iḷumun ittuamik uqaluanik. "
6686,1ti.3.16,"Here is the great mystery of our religion: Christ  came as a human. The Spirit proved that he pleased God, and he was seen by angels. Christ was preached to the nations. People in this world put their faith in him, and he was taken up to glory.",1ti.3.16,"Kialiqaa piiḷaaġiyumiñaitkaa qanutun kamanaġniŋa kaŋiqsiñaiñŋaruam ukpiġikkapta. Christ qiñiġnaqsiŋaruq timiqaqłuni iñuktun, iḷumun inniŋagaa Ilitqusiġiksuam, tautuŋagaat isaġulgich. Ilaa alġaqsruutauŋaruq akunġanni nunauruat, ukpiġiŋagaat iñuich, mayuurrauŋaruq qiḷaŋmun."
6687,1ti.4.1,God's Spirit clearly says that in the last days many people will turn from their faith. They will be fooled by evil spirits and by teachings that come from demons. ,1ti.4.1,"Ilitqusiġiksuam nalupqinaiqł̣ugu uqallausiġigai iñuich iḷaŋich ukpiġutaiġñiaġnivḷugich aqulliġñi uvluni, kamagilugich sagluqinniktuat ilitqutchich, maliġuaġlutiglu ilitqusiqł̣uich iḷisaurrutiŋiññik. "
6688,1ti.4.2,They will also be fooled by the false claims of liars whose consciences have lost all feeling. These liars ,1ti.4.2,"Tamatkua iḷisaurrutiginiaġaich ukpiŋŋuaqtuat sagluturuaguvlutiŋ, naġġutchapayaayuitchuatunnii isumamiŋni iḷisaurrikamiŋ tamatkuniŋa saglunik. "
6689,1ti.4.3,will forbid people to marry or to eat certain foods. But God created these foods to be eaten with thankful hearts by his followers who know the truth. ,1ti.4.3,"Tainnatchich iñuich iḷisaurrirut killukuaŋanivḷugu tuvaaqatiniktuni, niġiruniḷu niqit iḷaŋiññik. Aglaan God-im savaŋagai niqiksrat niġitquvlugich quyyatigiqqaaġlugich aŋaiyyutikun, tamatkunuŋa ukpiqtuanun suli iḷitchuġiŋaruanun iḷumun ittuamik. "
6690,1ti.4.4,"Everything God created is good. And if you give thanks, you may eat anything. ",1ti.4.4,"Qanuq supayaat savaaġiŋarai God-im nakuurut, suli sunaliqaa ayyagaksrauŋitchuq, aglaan akuqtugaksrauruq quyyatigilugu aŋaiyyutikun,"
6691,1ti.4.5,What God has said and your prayer will make it fit to eat.,1ti.4.5,qanuq uqaluata God-im aŋaiyyutivlu akuqtuġnaġumiñaqsigaak God-mun.
6692,1ti.4.6,"If you teach these things to other followers, you will be a good servant of Christ Jesus. You will show you have grown up on the teachings about our faith and on the good instructions you have obeyed. ",1ti.4.6,"Ilivich iḷisaurrutigigupkich tamatkua aniqatinun kivgaulluataġniaqtutin Christ Jesus-mun, suaŋasiñiaġutigillaan ukpiġutin God-im iḷumun ittuanik iḷisaurrutiŋiñik ilivich kamagivlugich. "
